apk_name, have_lib, [arm64-v8a, armeabi-v7a, armeabi, x86, x86_64, mips, mips64, other], native-activity, ([jni_method_total_num, static_num, nostatic_num], [total_all_type, total_basic_type, total_icc_type, total_complex_type, total_complex_type]), [so_total_num, so_Java_num, so_onLoad_num], [have_other_elf, have_pwd_zip]
['org.iilab.openmentoring_2008', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.annie.dictionary.fork_20210415', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([9, 0, 9], [19, 19, 0, 0]), [2, 1, 1], [0, 0]]
['eu.dorfbrunnen.momkin_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.keplerchemnitz.kepler_app_75', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([42, 4, 38], [152, 135, 1, 16]), [2, 0, 1], [0, 0]]
['de.reimardoeffinger.quickdic_123', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.voidsink.anewjkuapp_140087', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.vitabytes.meteoweathergr_1', 1, [1, 1, 0, 0, 0, 0, 0, 0], 0, ([105, 18, 87], [266, 190, 4, 72]), [2, 0, 1], [0, 0]]
['com.jvillalba.apod.classic_11', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.openpi.spellingwizard_10', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([31, 4, 27], [113, 101, 1, 11]), [2, 0, 1], [0, 0]]
['org.lufebe16.lbalance_1021100', 1, [0, 1, 0, 0, 0, 0, 0, 0], 0, ([52, 43, 9], [146, 141, 0, 5]), [11, 2, 1], [0, 0]]
['joshuatee.wx_55925', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([9, 0, 9], [95, 71, 0, 24]), [0, 0, 0], [0, 0]]
['org.hwyl.sexytopo_81', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.simonslater.guitarfretboardtrainer_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.app.Zensuren_121', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.odweta.solon_211', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['fr.ac_versailles.dane.xiaexpress_15', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.workingagenda.democracydroid_56', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([15, 15, 0], [61, 49, 0, 12]), [3, 0, 3], [0, 0]]
['com.bnyro.translate_42', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([10, 4, 6], [27, 26, 0, 1]), [4, 2, 2], [0, 0]]
['itkach.aard2_58', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.nononsenseapps.wanidoku_7', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.openear.www_46', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['fr.odrevet.fujiten_4', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([38, 4, 34], [143, 127, 1, 15]), [2, 0, 1], [0, 0]]
['dev.chungjungsoo.gptmobile_15', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [2, 1, 1], [0, 0]]
['com.flasskamp.energize_26', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([42, 4, 38], [152, 135, 1, 16]), [2, 0, 1], [0, 0]]
['com.poinsart.votar_9', 1, [1, 1, 1, 1, 1, 1, 1, 0], 0, ([1, 0, 1], [2, 1, 0, 1]), [1, 1, 0], [0, 0]]
['org.epstudios.morbidmeter_24', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['ua.syt0r.kanji.fdroid_2130', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [1, 1, 0], [0, 0]]
['edu.berkeley.boinc_80003', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [5, 0]]
['net.youapps.calcyou_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.googamaphone.typeandspeak_36', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.cybrosys.palmcalc_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.simplytranslate_mobile_13', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([92, 18, 74], [245, 171, 5, 69]), [2, 0, 1], [0, 0]]
['com.example.dozencalc_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['se.bitcraze.crazyfliecontrol2_20', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.tengel.timescale_13', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.drhoffmannsoftware_11', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.liberty.android.fantastischmemo_237', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['me.anon.grow_2631', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.mosad.seil0.projectlaogai_6000', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.deftk.openww.android_8', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.herrmann_engel.rbv_77', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.sanskritbasics_34', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['me.anuraag.grader_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['foss.cnugteren.nlweer_15', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.example.deeplviewer_41', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['garden.lina.oblique_strategies_2', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([41, 4, 37], [152, 135, 1, 16]), [2, 0, 1], [0, 0]]
['de.hfu.funfpunktnull_22', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.rohitsuratekar.NCBSinfo_74', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.example.root.analyticaltranslator_6', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.jacquesb.planetario_a_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.leestarb.fourthtools_341', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.alexbarry.calc_android_10', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([14, 4, 10], [34, 34, 0, 0]), [1, 1, 0], [0, 0]]
['com.daniel.mobilepauker2_6', 1, [1, 1, 1, 1, 1, 1, 1, 0], 0, ([41, 41, 0], [102, 94, 0, 8]), [1, 1, 1], [0, 0]]
['com.sanskritbasics.memory_34', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['gal.sli.singal_21', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
