apk_name, have_lib, [arm64-v8a, armeabi-v7a, armeabi, x86, x86_64, mips, mips64, other], native-activity, ([jni_method_total_num, static_num, nostatic_num], [total_all_type, total_basic_type, total_icc_type, total_complex_type, total_complex_type]), [so_total_num, so_Java_num, so_onLoad_num], [have_other_elf, have_pwd_zip]
['com.bernaferrari.changedetection_32', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.github.metacubex.clash.meta_211005', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([29, 0, 29], [65, 59, 0, 6]), [2, 1, 1], [0, 0]]
['com.elfeedcljsrn_10', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([237, 136, 101], [609, 500, 0, 109]), [54, 0, 15], [0, 0]]
['com.etesync.notes_10700', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([244, 187, 57], [632, 561, 0, 71]), [22, 1, 11], [0, 0]]
['io.mainframe.hacs_83', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.nymtech.nymvpn_11800', 1, [1, 1, 1, 1, 1, 1, 1, 0], 0, ([77, 69, 8], [340, 274, 0, 66]), [5, 2, 2], [0, 0]]
['dnsfilter.android_1505600', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.quantumbadger.redreader_114', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([117, 107, 10], [309, 288, 0, 21]), [1, 1, 0], [0, 0]]
['com.prof18.feedflow_1012', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [1, 0, 1], [0, 0]]
['com.MarcosDiez.shareviahttp_36', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.mullvad.mullvadvpn_24090099', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([14, 0, 14], [44, 41, 0, 3]), [3, 1, 1], [0, 0]]
['com.github.mdeluise.plantit_9', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([103, 23, 80], [263, 182, 5, 76]), [2, 0, 1], [0, 0]]
['com.dfa.hubzilla_android_46', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.flxrs.dankchat_31000', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.glitterware.passy_19', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([41, 4, 37], [152, 135, 1, 16]), [3, 0, 1], [0, 0]]
['com.example.ismael.downloadfilesweb_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['im.narayana.another_204', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([486, 426, 60], [1543, 1177, 8, 358]), [3, 2, 2], [0, 0]]
['com.unprompted.tildefriends.fdroid_32', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([2, 2, 0], [7, 6, 0, 1]), [1, 0, 1], [0, 0]]
['org.seamapdroid_32', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.savapage.android.print_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.app.equran_123', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([126, 25, 101], [311, 208, 5, 98]), [2, 0, 1], [0, 0]]
['org.vinaygopinath.launchchat_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.sakethh.linkora_32', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['ch.protonvpn.android_605082402', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([594, 189, 405], [1264, 968, 0, 296]), [14, 8, 3], [4, 0]]
['com.sobuumedia.sobuu_5', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([24, 16, 8], [70, 69, 0, 1]), [2, 1, 1], [0, 0]]
['com.yozachar.apps.soundcraftmixer_7', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['fr.guillaumevillena.opendnsupdater_224', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.pixeldroid.app_3904', 1, [0, 0, 0, 0, 1, 0, 0, 0], 0, ([23, 23, 0], [83, 71, 0, 12]), [12, 4, 2], [0, 0]]
['free.rm.skytube.legacy.oss_53', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.ivanvolosyuk.sharetobrowser_7', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.monocles.mail_12', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.monocles.browser_13', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.equeim.tremotesf_4059', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['au.com.wallaceit.reddinator_68', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.csicar.ning_201', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.governikus.ausweisapp2_168', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([114, 103, 11], [307, 283, 0, 24]), [45, 3, 4], [0, 0]]
['me.zhanghai.android.untracker_7', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([12, 1, 11], [36, 32, 0, 4]), [2, 1, 1], [0, 0]]
['org.purple.smoke_20240625', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['mobi.meddle.wehe_47', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.strongswan.android_84', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([7, 2, 5], [18, 17, 0, 1]), [8, 1, 1], [0, 0]]
['com.owncloud.android_44000100', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['co.prestosole.clima_203', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([41, 4, 37], [151, 134, 1, 16]), [2, 0, 1], [0, 0]]
['com.vuze.android.remote_82', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([8, 8, 0], [21, 20, 0, 1]), [0, 0, 0], [0, 0]]
['com.isanexusdev.androidcpg_6', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['ch.famoser.mensa_29', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.rocket9labs.boxcars_104070', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([28, 24, 4], [65, 61, 0, 4]), [1, 1, 1], [0, 0]]
['io.github.kkoshin.muse_2', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([15, 7, 8], [84, 83, 0, 1]), [4, 1, 2], [0, 0]]
['org.freedombox.freedombox_9', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.tutpro.baresip.plus_191', 1, [1, 1, 0, 0, 0, 0, 0, 0], 0, ([106, 0, 106], [260, 259, 0, 1]), [9, 1, 1], [0, 0]]
['cc.kafuu.bilidownload_20105', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([18, 18, 0], [29, 29, 0, 0]), [10, 2, 2], [0, 0]]
['com.unwind.networkmonitor_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['fr.jnda.android.ipcalc_1723925494', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.akansh.fileserversuit_32', 1, [1, 1, 1, 1, 1, 1, 1, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [1, 1, 0], [0, 0]]
['com.etesync.syncadapter_20404', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([464, 464, 0], [1425, 1152, 0, 273]), [2, 1, 2], [0, 0]]
['io.heckel.ntfy_32', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['town.robin.toadua_9', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.asdoi.gymwen_145', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([165, 18, 147], [321, 127, 9, 185]), [0, 0, 0], [0, 0]]
['be.ugent.zeus.hydra.open_37400', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [1, 1, 0], [0, 0]]
['de.blinkt.openvpn_209', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([457, 457, 0], [1538, 1143, 0, 395]), [6, 4, 1], [4, 0]]
['com.alovoa.expo_36', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([338, 142, 196], [828, 667, 0, 161]), [57, 0, 18], [0, 0]]
['com.plexer0.nitter_11', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['fr.gaulupeau.apps.InThePoche_233', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([288, 288, 0], [940, 715, 0, 225]), [1, 0, 1], [0, 0]]
['fr.mobdev.goblim_11', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['corewala.gemini.buran_13', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.developfreedom.logmein_62', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.shirakumo.ocelot_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['tk.giesecke.painlessmesh_14', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.drnoob.datamonitor_29', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([124, 29, 95], [208, 99, 4, 105]), [1, 1, 0], [0, 0]]
['de.kaffeemitkoffein.tinyweatherforecastgermany_54', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['it.davquar.halfdot_83', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([39, 4, 35], [145, 129, 1, 15]), [2, 0, 1], [0, 0]]
['cz.martykan.forecastie_74', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.oakley.fon_152', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.cryptomator.lite_2971', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([19, 0, 19], [92, 70, 0, 22]), [0, 0, 0], [0, 0]]
['com.torrents_csv_android_22', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [1, 0, 1], [0, 0]]
['com.android.adbkeyboard_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.github.xfalcon.vhosts_42', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.kolloware.hypezigapp_22', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['oss.krtirtho.spotube_38', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([46, 9, 37], [161, 142, 2, 17]), [8, 1, 1], [0, 0]]
['be.casperverswijvelt.unifiedinternetqs_3010001', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [2, 1, 1], [0, 0]]
['ie.equalit.ceno_2016000818', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([317, 209, 108], [1079, 887, 5, 187]), [24, 5, 1], [0, 0]]
['com.io7m.exfilac.main_1104', 1, [1, 0, 1, 1, 1, 0, 0, 0], 0, ([61, 0, 61], [165, 146, 0, 19]), [1, 1, 1], [0, 0]]
['org.outline.android.client_43', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([36, 17, 19], [58, 48, 0, 10]), [3, 2, 0], [0, 0]]
['ai.susi_16', 1, [1, 1, 0, 1, 1, 1, 0, 0], 0, ([405, 238, 167], [1403, 1361, 0, 42]), [1, 1, 1], [0, 0]]
['co.loubo.icicle_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.concept1tech.instalate_13', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['dev.clombardo.dnsnet_29', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [1, 0, 1], [0, 0]]
['timur.webrtc.check_10', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.coboltforge.dontmind.multivnc_101', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([12, 1, 11], [34, 34, 0, 0]), [2, 2, 1], [0, 0]]
['de.jugendhacker.xmppadmin_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.blazecode.tsviewer_11', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.xabber.android_644', 1, [1, 1, 0, 1, 1, 1, 0, 0], 0, ([311, 113, 198], [1031, 1013, 0, 18]), [1, 1, 1], [0, 0]]
['com.a10miaomiao.bilimiao_107', 1, [1, 1, 1, 1, 1, 0, 0, 0], 0, ([98, 53, 45], [227, 210, 1, 16]), [4, 3, 2], [0, 0]]
['org.wikipedia_50517', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([537, 4, 533], [1010, 684, 0, 326]), [2, 0, 2], [0, 0]]
['szelok.app.twister_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['app.vger.voyager_458', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.github.dyhkwong.sagernet_969', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([187, 49, 138], [404, 351, 0, 53]), [4, 4, 0], [0, 0]]
['com.danhasting.radar_6', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.akdev.nofbeventscraper_15', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.phasenrauscher.bicyweather_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.kost.nmap.android.networkmapper_8', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.theripper.cb_app_1', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([133, 23, 110], [315, 212, 5, 98]), [2, 0, 1], [0, 0]]
['net.phbwt.paperwork_1002000', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [2, 1, 1], [0, 0]]
['com.wire_100058708', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([191, 133, 58], [725, 614, 6, 105]), [11, 4, 5], [0, 0]]
['com.infomaniak.mail_10700101', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([425, 413, 12], [1431, 1216, 0, 215]), [5, 3, 2], [0, 0]]
['net.gsantner.dandelior_46', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['im.vector.app_40106284', 1, [0, 0, 0, 0, 1, 0, 0, 0], 0, ([1646, 796, 850], [4399, 3703, 8, 688]), [72, 7, 24], [0, 0]]
['com.ebaschiera.triplecamel_17', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.breezyweather_50301', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([72, 64, 8], [235, 223, 0, 12]), [3, 0, 3], [0, 0]]
['com.parishod.watomatic_29', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['io.github.ismywebsiteup_11', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.pjuu.otterdroid_8', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.proninyaroslav.opencomicvine_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.i2p.android.router_4745289', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([9, 9, 0], [18, 17, 0, 1]), [0, 0, 0], [0, 0]]
['com.meteocool_34', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.ietf.ietfsched_70', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.cosmos.unreddit_22', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([168, 26, 142], [302, 142, 4, 156]), [0, 0, 0], [0, 0]]
['com.mrsep.ttlchanger_6', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [2, 1, 1], [0, 0]]
['com.marv42.ebt.newnote_7900', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([12, 4, 8], [33, 32, 0, 1]), [4, 2, 2], [0, 0]]
['net.timelegend.chaka.viewer.app_157', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([573, 29, 544], [1139, 826, 0, 313]), [1, 1, 1], [0, 0]]
['be.humanoids.webthingify_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.gianlu.aria2android_76', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [1, 0, 0], [0, 0]]
['org.totschnig.sendwithftp_10', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.jerboa_77', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [1, 0, 1], [0, 0]]
['org.onionshare.android.fdroid_214', 1, [0, 0, 0, 0, 1, 0, 0, 0], 0, ([153, 153, 0], [374, 366, 0, 8]), [3, 0, 0], [0, 0]]
['org.ca.squawker_300016323', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([212, 22, 190], [454, 277, 5, 172]), [2, 0, 1], [0, 0]]
['org.openobservatory.ooniprobe_124', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([128, 31, 97], [199, 160, 0, 39]), [1, 1, 0], [0, 0]]
['info.plateaukao.einkbro_140300', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([20, 0, 20], [60, 58, 0, 2]), [2, 1, 1], [0, 0]]
['kshib.raven_2163', 1, [0, 0, 0, 0, 1, 0, 0, 0], 0, ([41, 4, 37], [151, 134, 1, 16]), [2, 0, 1], [0, 0]]
['org.transdroid.lite_245', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.mishiranu.dashchan_1043', 1, [1, 1, 0, 1, 0, 0, 0, 0], 0, ([19, 5, 14], [52, 49, 0, 3]), [2, 2, 1], [0, 0]]
['org.schabi.kiba_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['at.bitfire.cadroid_8', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.freenetproject.mobile_308', 1, [1, 1, 0, 1, 1, 0, 0, 1], 0, ([97, 89, 8], [401, 331, 0, 70]), [1, 1, 1], [0, 0]]
['com.iskrembilen.quasseldroid_1322', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.github.shadowsocks_5030450', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [3, 0, 0], [0, 0]]
['com.guozhigq.pilipala_10253', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([46, 9, 37], [161, 142, 2, 17]), [5, 1, 1], [0, 0]]
['network.loki.messenger.fdroid_3905', 1, [1, 1, 1, 1, 1, 1, 1, 0], 0, ([912, 568, 344], [3201, 2625, 8, 568]), [9, 5, 5], [0, 0]]
['io.github.danxi_dev.dan_xi_344', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([42, 4, 38], [152, 135, 1, 16]), [3, 0, 1], [0, 0]]
['org.galexander.sshd_27', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([3, 3, 0], [13, 13, 0, 0]), [5, 1, 0], [0, 0]]
['rs.ltt.android_18', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.ominous.quickweather_102', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([522, 4, 518], [971, 651, 0, 320]), [1, 0, 1], [0, 0]]
['eu.quelltext.gita_6', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['cx.ring_441', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([662, 662, 0], [2627, 2150, 0, 477]), [2, 1, 1], [0, 0]]
['org.ttrssreader_1978', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.jonasbernard.tudarmstadtmoodlewrapper_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.neilalexander.yggdrasil_20', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([56, 14, 42], [77, 74, 0, 3]), [1, 1, 0], [0, 0]]
['app.zimly.backup_46', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([10, 0, 10], [32, 29, 0, 3]), [1, 0, 1], [0, 0]]
['com.indieweb.indigenous_84', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.nucleus.foss_warn_32', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([41, 4, 37], [151, 134, 1, 16]), [2, 0, 1], [0, 0]]
['sh.ikl.liteshort_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.zoffcc.applications.trifa_10246', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([478, 289, 189], [1750, 1648, 0, 102]), [11, 6, 7], [0, 0]]
['com.greenart7c3.citrine_43', 1, [1, 1, 1, 1, 1, 1, 1, 0], 0, ([333, 145, 188], [1430, 1300, 0, 130]), [4, 2, 2], [0, 0]]
['com.juliansparber.captiveportallogin_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['me.zhanghai.android.textselectionwebsearch_6', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.lenchan139.ncbookmark_11', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.purplei2p.i2pd_2550000', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([17, 17, 0], [20, 20, 0, 0]), [1, 1, 0], [0, 0]]
['com.manimarank.spell4wiki_16', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([17, 17, 0], [23, 23, 0, 0]), [14, 3, 3], [0, 0]]
['com.tutpro.baresip_415', 1, [1, 1, 0, 0, 0, 0, 0, 0], 0, ([90, 0, 90], [225, 225, 0, 0]), [2, 1, 1], [0, 0]]
['com.commit451.gitlab_2070900', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.turtton.ytalarm_109', 1, [0, 0, 0, 0, 1, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [2, 0, 0], [0, 0]]
