apk_name, have_lib, [arm64-v8a, armeabi-v7a, armeabi, x86, x86_64, mips, mips64, other], native-activity, ([jni_method_total_num, static_num, nostatic_num], [total_all_type, total_basic_type, total_icc_type, total_complex_type, total_complex_type]), [so_total_num, so_Java_num, so_onLoad_num], [have_other_elf, have_pwd_zip]
['com.nicolasbrailo.vlcfreemote_15', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.schabi.svgredirect_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.tioui.opensound_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['humer.uvc_camera_124', 1, [1, 1, 1, 1, 1, 1, 1, 0], 0, ([80, 69, 11], [346, 276, 0, 70]), [7, 2, 1], [0, 0]]
['org.woheller69.TimeLapseCam_18', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['uk.org.ngo.squeezer_141', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['github.paroj.dsub2000_209', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.roozen.SoundManagerv2_19', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.atharok.barcodescanner_45', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([6, 6, 0], [67, 46, 0, 21]), [2, 2, 0], [0, 0]]
['com.hardcodecoder.pulsemusic_210040201', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['ch.blinkenlights.android.vanilla_13200', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([74, 9, 65], [123, 55, 3, 65]), [0, 0, 0], [0, 0]]
['com.radiostudent.radiostudentstream_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.mateusrodcosta.apps.vidyamusic_1504', 1, [0, 0, 0, 0, 1, 0, 0, 0], 0, ([41, 4, 37], [151, 134, 1, 16]), [2, 0, 1], [0, 0]]
['com.templaro.opsiz.aka_10', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.jurihock.voicesmith_12', 1, [0, 1, 1, 1, 0, 1, 0, 0], 0, ([23, 13, 10], [67, 67, 0, 0]), [1, 1, 0], [0, 0]]
['com.workingagenda.fissure_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['se.embargo.retroboy_44', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.noxplay.noxplayer_38604', 1, [0, 0, 0, 0, 1, 0, 0, 0], 0, ([569, 238, 331], [1257, 1012, 0, 245]), [31, 7, 16], [0, 0]]
['ch.mydoli.focal_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['io.github.muntashirakon.Music_10603', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['soko.ekibun.stitch_30', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([2, 0, 2], [10, 6, 0, 4]), [1, 1, 0], [0, 0]]
['com.example.barcodescanner_13', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.antonarnold.android.xoverrideheadphonejackdetection_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['ee.ioc.phon.android.speak_1916', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['mixedbit.speechtrainer_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.axiel7.anihyou_78', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [2, 1, 1], [0, 0]]
['com.dkanada.gramophone_18', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['io.github.mkckr0.audio_share_app_3002', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [2, 1, 1], [0, 0]]
['com.example.muzei.muzeiapod_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.cg.lrceditor_56', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.movietrivia.filmfacts_2', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [1, 1, 0], [0, 0]]
['com.vadimfrolov.duorem_6', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['info.schnatterer.nusic_24', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([15, 0, 15], [35, 35, 0, 0]), [0, 0, 0], [0, 0]]
['com.wirelessalien.android.moviedb_9', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.m3u.androidApp_143', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([237, 213, 24], [686, 658, 0, 28]), [7, 2, 2], [0, 0]]
['net.chilon.matt.teacup_8', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['se.arctosoft.vault_37', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.kromke.andreas.safmediascanner_14', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([1, 0, 1], [7, 7, 0, 0]), [1, 1, 0], [0, 0]]
['free.rm.skytube.oss_53', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['rocks.mucke_123', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([326, 20, 306], [614, 362, 17, 235]), [4, 0, 1], [0, 0]]
['org.bitbucket.tickytacky.mirrormirror_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['me.echeung.moemoekyun.fdroid_209', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [1, 0, 1], [0, 0]]
['com.midisheetmusic_8', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.live.gdev.cherrymusic_14', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.imcys.bilibilias_207', 1, [1, 0, 0, 0, 1, 0, 0, 0], 0, ([101, 20, 81], [264, 262, 0, 2]), [5, 2, 4], [0, 0]]
['org.github.henryquan.animeone_118', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([38, 4, 34], [143, 127, 1, 15]), [2, 0, 1], [0, 0]]
['com.craigd.lmsmaterial.app_804', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['it.zitzusoft.lyrics_2_27', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([38, 4, 34], [143, 127, 1, 15]), [2, 0, 1], [0, 0]]
['com.github.livingwithhippos.unchained_49', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [1, 1, 0], [0, 0]]
['com.lun.chin.aicamera_1', 1, [1, 1, 0, 0, 0, 0, 0, 0], 0, ([2165, 2165, 0], [9987, 9966, 0, 21]), [2, 2, 1], [0, 0]]
['com.atul.musicplayer_16', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([105, 21, 84], [179, 82, 4, 93]), [0, 0, 0], [0, 0]]
['org.nuclearfog.apollo_55', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.jvillalba.apod.md_11', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.kanedias.vanilla.lyrics_13', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.computerelite.shockalarm_10', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([42, 4, 38], [152, 135, 1, 16]), [2, 0, 1], [0, 0]]
['cz.martykan.webtube_17', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['ua.com.radiokot.photoprism_49', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.alexkang.loopboard_20', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.agateau.catgenerator_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.secuso.privacyfriendlyruler_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.cleveroad.sample_1', 1, [0, 1, 0, 1, 0, 1, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [3, 0, 1], [0, 0]]
['agrigolo.chubbyclick_25', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['io.github.benoitduffez.cupsprint_1050099', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.ph1b.audiobook_3603034', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([18, 18, 0], [29, 29, 0, 0]), [18, 3, 3], [0, 0]]
['us.achromaticmetaphor.imcktg_12', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['vnd.blueararat.kaleidoscope6_21', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.nima.demomusix_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['jpf.android.magiadni_10', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['nl.sonck.streamplayer_23', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['InfinityLoop1309.NewPipeEnhanced_106404', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([229, 46, 183], [412, 205, 5, 202]), [11, 2, 2], [0, 0]]
['com.github.niccokunzmann.hanumanchalisa_8', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['me.murks.filmchecker_21', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.dyndns.warenix.web2pdf_70', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['me.timschneeberger.rootlessjamesdsp_50', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([35, 0, 35], [151, 149, 0, 2]), [4, 2, 1], [0, 0]]
['com.xperia64.timidityae_96', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([15, 15, 0], [42, 42, 0, 0]), [3, 2, 1], [0, 0]]
['akk.astro.droid.moonphase_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['nl.asymmetrics.droidshows_71110', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.schabi.nxbookmarks_24', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.fredhappyface.ewesticker_20240825', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.utazukin.ichaival_46', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([19, 11, 8], [58, 49, 0, 9]), [2, 1, 2], [0, 0]]
['org.andresoviedo.dddmodel2_36', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.phoenixstudios.pc_dimmer_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['cc.echonet.coolmicapp_10300', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([10, 0, 10], [35, 33, 0, 2]), [9, 1, 0], [0, 0]]
['org.joinmastodon.android_133', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.luk.saucenao_26', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [1, 0, 1], [0, 0]]
['org.kaziprst.android.ndfilter_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.woheller69.audio_analyzer_for_android_270', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.github.andreyasadchy.xtra_274', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([10, 3, 7], [25, 16, 0, 9]), [1, 0, 1], [0, 0]]
['de.thefeiter.liedgutverzeichnis_76', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.schabi.jedentageinset_30', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.jesperh.showyoutubedislikes_10', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.rocboronat.android.wallpaper.npe_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.okfn.pod_13', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.brouken.player_1804', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([43, 21, 22], [98, 88, 0, 10]), [13, 5, 5], [0, 0]]
['miru.miaomint_39', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([46, 9, 37], [162, 143, 2, 17]), [7, 1, 1], [0, 0]]
['org.bottiger.podcast_424', 1, [0, 1, 0, 1, 0, 0, 0, 0], 0, ([76, 49, 27], [229, 226, 0, 3]), [7, 1, 2], [0, 0]]
['io.github.chrisimx.scanbridge_1001000', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [1, 0, 1], [0, 0]]
['com.flipcamera_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.fossify.gallery_9', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([69, 22, 47], [239, 211, 0, 28]), [13, 4, 4], [0, 0]]
['org.billthefarmer.siggen_136', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['fr.dzx.audiosource_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.herac.tuxguitar.android.application_1821', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.gateshipone.odyssey_41', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.kromke.andreas.cameradatefolders_9', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['dk.nindroid.rss_119', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.savapage.android.print_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['ie.delilahsthings.soothingloop_9', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.soyblue.bluesound_10', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['la.daube.photochiotte_59', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([28, 28, 0], [89, 84, 0, 5]), [13, 3, 1], [0, 0]]
['com.bri1.soundbored2_6', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.proch.practicehub_2', 1, [0, 0, 1, 0, 0, 0, 0, 0], 0, ([1, 0, 1], [3, 3, 0, 0]), [1, 1, 0], [0, 0]]
['de.taz.android.app.free_11001900', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([864, 317, 547], [2086, 1549, 0, 537]), [3, 2, 2], [0, 0]]
['free.rm.skytube.legacy.oss_53', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.asdoi.quicktiles_14', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['fr.smarquis.soundquicksettings_10600', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.edertech.dj_edertech_1', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([128, 23, 105], [306, 203, 5, 98]), [2, 0, 1], [0, 0]]
['com.f0x.eddymalou_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.msal.muzei.nationalgeographic_20405', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.github.axet.audiorecorder_379', 1, [1, 1, 1, 1, 1, 0, 0, 0], 0, ([12, 0, 12], [40, 40, 0, 0]), [7, 3, 0], [0, 0]]
['org.sunsetware.phocid_20250130', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [1, 0, 1], [0, 0]]
['net.pmarks.chromadoze_29', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.hollowbamboo.chordreader2_13', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['io.github.zyrouge.symphony_115', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [1, 0, 1], [0, 0]]
['io.gitlab.listentogether_6', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.zoffcc.applications.avifview_10004', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([15, 15, 0], [35, 33, 0, 2]), [1, 0, 1], [0, 0]]
['org.witness.sscphase1_5021', 1, [1, 1, 0, 1, 1, 0, 0, 1], 0, ([2, 0, 2], [12, 12, 0, 0]), [1, 1, 0], [0, 0]]
['com.isanexusdev.androidcpg_6', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.mendhak.sheepyhorn_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['io.github.kkoshin.muse_2', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([15, 7, 8], [84, 83, 0, 1]), [4, 1, 2], [0, 0]]
['net.nurik.roman.muzei_360005', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.zionhuang.music_26', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [2, 1, 1], [0, 0]]
['cc.kafuu.bilidownload_20105', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([18, 18, 0], [29, 29, 0, 0]), [10, 2, 2], [0, 0]]
['com.vladpen.cams_1010129', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([120, 13, 107], [216, 183, 0, 33]), [3, 1, 2], [0, 0]]
['com.ulicae.cinelog_40', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.codechunk.speedofsound_9', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.krita_5011804', 1, [0, 0, 0, 0, 1, 0, 0, 0], 0, ([96, 89, 7], [244, 223, 1, 20]), [258, 3, 4], [0, 0]]
['com.nesbox.tic_10100', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([50, 42, 8], [134, 133, 0, 1]), [1, 1, 1], [0, 0]]
['tv.piratemedia.lightcontroler_161', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.anandnet.harmonymusic_22', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([223, 26, 197], [461, 277, 5, 179]), [3, 0, 1], [0, 0]]
['com.example.knkpanime_101053', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([180, 38, 142], [394, 240, 7, 147]), [6, 1, 1], [0, 0]]
['io.ente.photos.fdroid_981', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([221, 66, 155], [847, 805, 2, 40]), [28, 6, 5], [0, 0]]
['agersant.polaris_415293134', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([42, 4, 38], [152, 135, 1, 16]), [3, 1, 1], [0, 0]]
['fm.helio_314', 1, [1, 1, 0, 0, 0, 0, 0, 0], 0, ([1, 1, 0], [2, 1, 1, 0]), [1, 0, 1], [0, 0]]
['com.kanedias.vanilla.coverfetch_17', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['ir.remote.edifier.rc10d1_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.cliffracertech.soundaura_10', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.smithdtyler.prettygoodmusicplayer.launchermode_58', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['deckers.thibault.aves.libre_14204', 1, [0, 0, 0, 0, 1, 0, 0, 0], 0, ([49, 11, 38], [172, 148, 2, 22]), [9, 2, 1], [0, 0]]
['com.zaren_14', 1, [0, 1, 1, 1, 0, 1, 0, 0], 0, ([30, 0, 30], [80, 66, 0, 14]), [1, 1, 1], [0, 0]]
['oss.krtirtho.spotube_38', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([46, 9, 37], [161, 142, 2, 17]), [8, 1, 1], [0, 0]]
['is.xyz.mpv_40', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([17, 17, 0], [37, 28, 1, 8]), [11, 1, 0], [0, 0]]
['com.tunerly_8', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['info.aario.killcamera_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.sourceforge.wifiremoteplay_9', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['wseemann.media.romote_27', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['v4lpt.vpt.f003.gdp_105', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['app.myzel394.alibi_16', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([28, 20, 8], [64, 60, 0, 4]), [21, 5, 4], [0, 0]]
['com.dozingcatsoftware.vectorcamera_14', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.sourceforge.opencamera_90', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
