apk_name, have_lib, [arm64-v8a, armeabi-v7a, armeabi, x86, x86_64, mips, mips64, other], native-activity, ([jni_method_total_num, static_num, nostatic_num], [total_all_type, total_basic_type, total_icc_type, total_complex_type, total_complex_type]), [so_total_num, so_Java_num, so_onLoad_num], [have_other_elf, have_pwd_zip]
['io.github.droidapps.pdfreader_40000', 1, [0, 1, 1, 1, 0, 0, 0, 0], 0, ([12, 1, 11], [32, 27, 0, 5]), [1, 1, 1], [0, 0]]
['org.ocsinventoryng.android.agent_24', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.quelltext.gita_6', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['italian.said.fran.theitaliansaid_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.ero.kinoko_101', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([44, 4, 40], [160, 140, 1, 19]), [8, 3, 4], [0, 0]]
['ch.joshuah.bibleverseapp_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['app.seeneva.reader_4', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([11, 7, 4], [37, 17, 0, 20]), [1, 1, 1], [0, 0]]
['app.tujice.jergasColombia_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['it.iiizio.epubator_13', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.astubenbord.paperless_mobile_4053', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([86, 49, 37], [318, 299, 1, 18]), [3, 1, 2], [0, 0]]
['org.ligi.passandroid_373', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.eu.mumulhl.ciyue_443', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([42, 4, 38], [152, 135, 1, 16]), [4, 1, 1], [0, 0]]
['com.manimarank.spell4wiki_16', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([17, 17, 0], [23, 23, 0, 0]), [14, 3, 3], [0, 0]]
['ch.gassenarbeit.bern.your.rights_203', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['luke.kfz_10004', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.koreader.launcher.fdroid_108123', 1, [0, 0, 0, 1, 0, 0, 0, 0], 0, ([2, 0, 2], [8, 7, 0, 1]), [7, 2, 0], [0, 0]]
['com.sbv.linkdroid_12', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['io.github.petlyh.jsdict_9', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([41, 4, 37], [152, 135, 1, 16]), [2, 0, 1], [0, 0]]
['org.handmadeideas.floccus_5004003', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.mcxa.vortaro_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.jtmcn.archwiki.viewer_15', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['name.bresciani.marco.tkcompanionapp_700', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([222, 136, 86], [571, 468, 0, 103]), [53, 0, 14], [0, 0]]
['com.aerotoad.thud_11', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.dhaval.bookland_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.oF2pks.jquarks_24', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.grating.styncynotes_1', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([12, 0, 12], [32, 31, 0, 1]), [2, 1, 1], [0, 0]]
['com.jiaqifeng.hacki_1553', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([174, 22, 152], [376, 236, 4, 136]), [2, 0, 1], [0, 0]]
['com.github.wgh136.venera_1223', 1, [0, 0, 0, 0, 1, 0, 0, 0], 0, ([44, 4, 40], [154, 137, 1, 16]), [9, 1, 2], [0, 0]]
['com.timebinding.manhoodofhumanity_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.koitharu.kotatsu_701', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([298, 293, 5], [970, 737, 0, 233]), [2, 1, 2], [0, 0]]
['com.saverio.wordoftheday_en_17', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['ua.acclorite.book_story_10', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [2, 1, 1], [0, 0]]
['net.pherth.omnomagon_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['ch.tiim.markdown_widget_7', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.artifex.mupdf.viewer.app_164', 1, [1, 1, 0, 1, 0, 0, 0, 0], 0, ([606, 29, 577], [1190, 862, 0, 328]), [1, 1, 1], [0, 0]]
['com.sevag.unrealtracker_7', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['it.collideorscopeapps.codename_hippopotamos_14', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['gov.anzong.androidnga_4001', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.benibela.videlibri_2930', 1, [1, 0, 1, 1, 1, 0, 0, 0], 0, ([40, 40, 0], [89, 51, 1, 37]), [1, 0, 1], [0, 0]]
['net.androidcomics.acv_46', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.iilab.openmentoring_2008', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.annie.dictionary.fork_20210415', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([9, 0, 9], [19, 19, 0, 0]), [2, 1, 1], [0, 0]]
['de.reimardoeffinger.quickdic_123', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.eknoes.inofficialgolem_148', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['cz.slaby.dpc_13', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([42, 4, 38], [152, 135, 1, 16]), [5, 0, 1], [0, 0]]
['com.wirelessalien.android.bhagavadgita_8', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.wqar.quran_mem_helper_72', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([41, 4, 37], [151, 134, 1, 16]), [2, 0, 1], [0, 0]]
['app.shosetsu.android.fdroid_45', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.nononsenseapps.feeder_325', 1, [1, 1, 1, 1, 1, 1, 1, 0], 0, ([366, 365, 1], [1271, 979, 0, 292]), [4, 2, 2], [0, 0]]
['com.workingagenda.democracydroid_56', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([15, 15, 0], [61, 49, 0, 12]), [3, 0, 3], [0, 0]]
['itkach.aard2_58', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.sufficientlysecure.viewer_2827', 1, [0, 0, 0, 0, 0, 0, 1, 0], 0, ([64, 64, 0], [223, 198, 0, 25]), [1, 1, 1], [0, 0]]
['org.decsync.sparss.floss_99', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['fr.odrevet.fujiten_4', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([38, 4, 34], [143, 127, 1, 15]), [2, 0, 1], [0, 0]]
['com.yasfa.views_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['universe.constellation.orion.viewer_2422', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([622, 40, 582], [1252, 914, 0, 338]), [2, 2, 1], [0, 0]]
['m.co.rh.id.a_news_provider_68', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['nl.privacydragon.bookwyrm_15', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([288, 288, 0], [940, 715, 0, 225]), [1, 0, 1], [0, 0]]
['com.mschlauch.comfortreader_13', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.readrops.app_20', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [1, 1, 0], [0, 0]]
['com.zfdang.zsmth_android_1013', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([63, 22, 41], [134, 104, 0, 30]), [5, 0, 5], [0, 0]]
['at.tomtasche.reader_186', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([24, 19, 5], [68, 63, 0, 5]), [6, 5, 0], [0, 0]]
['dev.mlzzen.androidnga_1000201', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.tap.easy_xkcd_193', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.simplytranslate_mobile_13', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([92, 18, 74], [245, 171, 5, 69]), [2, 0, 1], [0, 0]]
['dev.atajan.lingva_android_22', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['jp.softstudio.DriversLicenseReader_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.chao.app_315', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([39, 6, 33], [170, 147, 1, 22]), [3, 1, 1], [0, 0]]
['com.chesire.nekome_24081508', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.geekorum.ttrss.free_1068249', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.example.deeplviewer_41', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['software.mdev.bookstracker_55', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([174, 35, 139], [390, 237, 6, 147]), [2, 0, 1], [0, 0]]
['com.mde.potdroid_90', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['garden.lina.oblique_strategies_2', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([41, 4, 37], [152, 135, 1, 16]), [2, 0, 1], [0, 0]]
['eu.toldi.infinityforlemmy_136', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([23, 23, 0], [53, 49, 0, 4]), [1, 1, 1], [0, 0]]
['com.bmpak.anagramsolver_20', 1, [0, 1, 1, 1, 0, 1, 0, 0], 0, ([314, 16, 298], [1116, 1105, 0, 11]), [1, 1, 1], [0, 0]]
['com.mirfatif.noorulhuda_103', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.ligi.survivalmanual_428', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
