apk_name, have_lib, [arm64-v8a, armeabi-v7a, armeabi, x86, x86_64, mips, mips64, other], native-activity, ([jni_method_total_num, static_num, nostatic_num], [total_all_type, total_basic_type, total_icc_type, total_complex_type, total_complex_type]), [so_total_num, so_Java_num, so_onLoad_num], [have_other_elf, have_pwd_zip]
['xdsopl.robot36_64', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['espero.jiofibatterynotifier_9', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['io.github.powerinside.syncplay_23', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['chat.jmp.simmanager_294', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([47, 0, 47], [110, 107, 0, 3]), [1, 1, 1], [0, 0]]
['in.umairkhan.remotedroid_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.strongswan.android_84', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([7, 2, 5], [18, 17, 0, 1]), [8, 1, 1], [0, 0]]
['net.basov.lws.qr.fdroid_50100', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['is.zi.huewidgets_8', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.dynamite.heaterrc_16', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.akansh.fileserversuit_32', 1, [1, 1, 1, 1, 1, 1, 1, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [1, 1, 0], [0, 0]]
['org.bitbatzen.wlanscanner_7', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.easwareapps.f2lflap2lock_adfree_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.zaneschepke.wireguardautotunnel_36600', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([14, 6, 8], [37, 36, 0, 1]), [8, 3, 1], [0, 0]]
['ir.remote.edifier.rc10d1_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.fr3ts0n.ecu.gui.androbd_20614', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([7, 7, 0], [17, 17, 0, 0]), [0, 0, 0], [0, 0]]
['com.github.xfalcon.vhosts_42', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['be.casperverswijvelt.unifiedinternetqs_3010001', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [2, 1, 1], [0, 0]]
['com.io7m.exfilac.main_1104', 1, [1, 0, 1, 1, 1, 0, 0, 0], 0, ([61, 0, 61], [165, 146, 0, 19]), [1, 1, 1], [0, 0]]
['digital.selfdefense.lucia_20001', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['dev.clombardo.dnsnet_29', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [1, 0, 1], [0, 0]]
['com.coboltforge.dontmind.multivnc_101', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([12, 1, 11], [34, 34, 0, 0]), [2, 2, 1], [0, 0]]
['nodomain.freeyourgadget.gadgetbridge_236', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([5, 5, 0], [43, 30, 0, 13]), [2, 2, 0], [0, 0]]
['org.eclipse.kuksa.companion_10000103', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([51, 0, 51], [151, 147, 0, 4]), [4, 1, 1], [0, 0]]
['net.nitroshare.android_40', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.toshsoft.tsvnc_21', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.blazecode.tsviewer_11', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.basov.lws.fdroid_70000', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.hg.openwrtmanager_201360', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([131, 19, 112], [309, 201, 4, 104]), [2, 0, 1], [0, 0]]
['de.blocklink.pigrid_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['rino.org.tethercompanion_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.j4velin.wifiAutoOff_1910', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.christianbeier.droidvnc_ng_40', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([10, 5, 5], [25, 24, 0, 1]), [1, 1, 1], [0, 0]]
['protect.babymonitor_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.fmsys.snapdrop_44', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.kounex.obsBlade_2023012003', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([38, 4, 34], [143, 127, 1, 15]), [2, 0, 1], [0, 0]]
['ir.remote.edifier.rc18a_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.phrogg.bg2banglejs_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.tananaev.passportreader_20', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([6, 6, 0], [31, 31, 0, 0]), [1, 1, 1], [0, 0]]
['com.wa2c.android.cifsdocumentsprovider_29', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['chat.seers.app_6', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([111, 6, 105], [469, 417, 0, 52]), [9, 6, 1], [0, 0]]
['org.freenetproject.mobile_308', 1, [1, 1, 0, 1, 1, 0, 0, 1], 0, ([97, 89, 8], [401, 331, 0, 70]), [1, 1, 1], [0, 0]]
['com.mustafaali.sensorssandbox_8', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.github.shadowsocks_5030450', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [3, 0, 0], [0, 0]]
['io.treehouses.remote_6098', 1, [1, 1, 1, 1, 1, 1, 1, 0], 0, ([20, 20, 0], [46, 42, 0, 4]), [1, 1, 1], [0, 0]]
['com.xBrowserSync.android_15201', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.fossasia.badgemagic_9', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([23, 23, 0], [53, 49, 0, 4]), [1, 1, 1], [0, 0]]
['me.testcase.ognarviewer_23', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.rocstreaming.rocdroid_2002', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([60, 51, 9], [154, 139, 0, 15]), [4, 2, 2], [0, 0]]
['de.hampager.dapnetmobile_25', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.ammar.sharing_22', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.jim.sharetocomputer_1140', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['cz.antecky.netswitch_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.juliansparber.captiveportallogin_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['dk.kjeldsen.carwingsflutter_207', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([38, 4, 34], [143, 127, 1, 15]), [2, 0, 1], [0, 0]]
['com.theksmith.android.car_bus_interface_100', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.purplei2p.i2pd_2550000', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([17, 17, 0], [20, 20, 0, 0]), [1, 1, 0], [0, 0]]
['com.tailscale.ipn_358', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([89, 18, 71], [164, 138, 0, 26]), [2, 1, 1], [0, 0]]
['be.brunoparmentier.dnssetter_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['io.github.soundremote_10', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([13, 0, 13], [39, 38, 0, 1]), [3, 1, 2], [0, 0]]
['net.sylvek.itracing2_84', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.libreoffice.impressremote_30', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.gateshipone.malp_42', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['ca.cmetcalfe.locationshare_9', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.matejdro.pebbledialer_41', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['idv.markkuo.ambitsync_9', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 8, 0], [20, 18, 0, 2]), [4, 1, 0], [0, 0]]
['cc.calliope.mini_23', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.staacks.alpharemote_1000', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([4, 0, 4], [8, 8, 0, 0]), [1, 1, 0], [0, 0]]
['com.fr3ts0n.androbd.plugin.mqtt_10101', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.asteroidos.sync_29', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.grating.styncynotes_1', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([12, 0, 12], [32, 31, 0, 1]), [2, 1, 1], [0, 0]]
['de.ccc.events.badge.card10_9', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.maniac103.squeezeclient_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['om.sstvencoder_33', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.reichholf.dreamdroid_460', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([120, 13, 107], [216, 183, 0, 33]), [3, 1, 2], [0, 0]]
['pc.javier.actualizadoropendns_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.ssrlive.ssrdroid_537', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([94, 19, 75], [171, 82, 3, 86]), [5, 5, 0], [0, 0]]
['org.briarproject.mailbox_10009', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([330, 204, 126], [717, 552, 6, 159]), [3, 0, 0], [0, 0]]
['org.unifiedpush.distributor.sunup_5', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [1, 0, 1], [0, 0]]
['fil.libre.repwifiapp_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['se.leap.riseupvpn_176000', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([439, 335, 104], [1186, 937, 0, 249]), [6, 3, 3], [4, 0]]
['com.atharok.btremote_11', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [2, 1, 1], [0, 0]]
['com.sensirion.smartgadget_96', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.jeroen1602.lighthouse_pm_12', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([41, 4, 37], [152, 135, 1, 16]), [3, 0, 1], [0, 0]]
['com.asksven.betterwifionoff_43', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.github.umer0586.droidpad_15', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([54, 46, 8], [147, 132, 0, 15]), [1, 0, 1], [0, 0]]
['org.briarproject.briar.android_10513', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [25, 25, 0, 0]), [3, 0, 0], [0, 0]]
['org.kvj.habtproxy.fdroid.release_1001', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.polar.nextcloudservices_20', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.louis.app.cavity_30', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([17, 17, 0], [106, 80, 0, 26]), [3, 2, 0], [0, 0]]
['org.calyxinstitute.vpn_176000', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([439, 335, 104], [1186, 937, 0, 249]), [6, 3, 3], [4, 0]]
['allen.town.focus.podcast_70', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([3, 3, 0], [12, 11, 0, 1]), [1, 1, 0], [0, 0]]
['com.doubleangels.nextdnsmanagement_243', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([11, 11, 0], [28, 26, 0, 2]), [2, 1, 0], [0, 0]]
['com.w2sv.wifiwidget_66', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [2, 1, 1], [0, 0]]
['lu.fisch.canze_94', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.wigle.wigleandroid_280', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.briankhuu.nfcmessageboard_16', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['tech.techlore.plexus_210', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.celzero.bravedns_45', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([349, 50, 299], [656, 589, 0, 67]), [1, 1, 0], [0, 0]]
['cz.slaby.dpc_13', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([42, 4, 38], [152, 135, 1, 16]), [5, 0, 1], [0, 0]]
['com.wchung.qrshare_16', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [1, 0, 1], [0, 0]]
['org.jsl.wfwt_16', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['at.or.at.plugoffairplane_1010', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.vrem.wifianalyzer_69', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.gaurav.avnc_41', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([19, 1, 18], [57, 57, 0, 0]), [1, 1, 1], [0, 0]]
['org.basic.lg_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['starcom.snd_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['aq.metallists.loudbang_50', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([6, 6, 0], [20, 19, 0, 1]), [2, 1, 0], [0, 0]]
['org.marcus905.wifi.ace_20120115', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['gr.ratmole.android.Mach3Pendant_14', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.halaser.beamctrl_103', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.dosse.dozeoff_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.dcnnt_27', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['io.github.domi04151309.home_1100', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['nl.devluuk.sleepywifi_10', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['dmusiolik.pijaret_9', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.geeksville.mesh_30516', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [2, 1, 1], [0, 0]]
['net.guildem.publicip_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.thunderbird.android_8', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([13, 5, 8], [89, 68, 0, 21]), [2, 1, 1], [0, 0]]
['io.github.wh201906.serialpipe_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['se.bitcraze.crazyfliecontrol2_20', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['tk.giesecke.disaster_radio_17', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['io.github.powerinside.scrollsocket_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['dev.bartuzen.qbitcontroller_19', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [1, 0, 1], [0, 0]]
['org.xapek.andiodine_6', 1, [0, 0, 1, 1, 0, 0, 0, 0], 0, ([9, 9, 0], [18, 18, 0, 0]), [1, 1, 1], [0, 0]]
['de.yazo_games.mensaguthaben_18', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['siir.es.adbWireless_12', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.lukasneugebauer.nextcloudcookbook_50', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [2, 1, 1], [0, 0]]
['com.espruino.gadgetbridge.banglejs_236', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([5, 5, 0], [43, 30, 0, 13]), [2, 2, 0], [0, 0]]
['com.freerdp.afreerdp_3005001', 1, [1, 1, 0, 0, 0, 0, 0, 0], 0, ([16, 16, 0], [41, 39, 1, 1]), [12, 1, 2], [0, 0]]
['threads.server_348', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [2, 1, 1], [0, 0]]
['com.crequency.kitx.mobile_5643', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([106, 26, 80], [276, 190, 5, 81]), [2, 0, 1], [0, 0]]
['it.danieleverducci.ojo_9', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([109, 9, 100], [196, 169, 0, 27]), [11, 1, 2], [0, 0]]
['moe.reimu.catshare_3', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([220, 212, 8], [628, 606, 0, 22]), [1, 0, 1], [0, 0]]
['com.phpbg.easysync_16', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([12, 0, 12], [32, 31, 0, 1]), [2, 1, 1], [0, 0]]
