apk_name, have_lib, [arm64-v8a, armeabi-v7a, armeabi, x86, x86_64, mips, mips64, other], native-activity, ([jni_method_total_num, static_num, nostatic_num], [total_all_type, total_basic_type, total_icc_type, total_complex_type, total_complex_type]), [so_total_num, so_Java_num, so_onLoad_num], [have_other_elf, have_pwd_zip]
['ch.cryptobit.letterbox_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.swordfish.lemuroid_211', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([31, 31, 0], [68, 60, 0, 8]), [1, 1, 0], [0, 0]]
['at.h4x.awhip_10100', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.serwylo.lexica_30018', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.legtux.m_316k.taptheblacktiles_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.team242.robozzle_61', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.bagaturchess_138', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([5, 5, 0], [39, 39, 0, 0]), [0, 0, 0], [0, 0]]
['com.gravityplay_117', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.emunix.unipatcher_170300', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['x653.all_in_gold_12', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.thefonz.ed_tool_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['hr.kravarscan.enchantedfortress_16', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.veldsoft.fish.rings_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.monead.games.android.sequence_21', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['jwtc.android.chess_203', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([44, 0, 44], [80, 80, 0, 0]), [1, 1, 1], [0, 0]]
['android.game.prboom_31', 1, [0, 0, 1, 0, 0, 0, 0, 0], 0, ([3, 3, 0], [9, 9, 0, 0]), [1, 1, 0], [0, 0]]
['com.ridgelineapps.resdicegame_16', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.veldsoft.hungarian.rings_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.clicc_32', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.secuso.privacyfriendlyludo_7', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.chessclock.android_31', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.sandeel.bushidoblocks_13', 1, [0, 1, 1, 0, 0, 0, 0, 0], 0, ([406, 48, 358], [1485, 1400, 0, 85]), [2, 2, 0], [0, 0]]
['me.sergiotarxz.bedrockstation.pro_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.mupen64plusae.v3.alpha_246', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([73, 73, 0], [331, 266, 0, 65]), [22, 4, 4], [0, 0]]
['io.github.hathibelagal.eidetic_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['ir.hsn6.k2_2', 1, [0, 1, 0, 0, 0, 0, 0, 0], 0, ([23, 23, 0], [75, 70, 0, 5]), [1, 1, 0], [0, 0]]
['fr.xtof54.dragonGoApp_10', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.opendoorstudios.ds4droid_463', 1, [0, 1, 0, 0, 0, 0, 0, 0], 0, ([36, 36, 0], [79, 76, 0, 3]), [4, 4, 0], [0, 0]]
['io.itch.pirate_solitaire_3', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([36, 36, 0], [126, 112, 7, 7]), [2, 1, 0], [0, 0]]
['com.movietrivia.filmfacts_2', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [1, 1, 0], [0, 0]]
['com.cradle.iitc_mobile_104', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.nima.guessthatpokemon_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.autismprime.fall_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['me.mgerdes.open_golf_1', 1, [1, 1, 0, 1, 1, 0, 0, 0], 1, ([0, 0, 0], [0, 0, 0, 0]), [1, 0, 0], [0, 0]]
['com.quaap.dodatheexploda_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.DartChecker_40', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.crawlmb_38', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([2, 0, 2], [3, 3, 0, 0]), [1, 1, 0], [0, 0]]
['com.karin.idTech4Amm_11059', 1, [1, 1, 0, 0, 0, 0, 0, 0], 0, ([37, 37, 0], [96, 93, 0, 3]), [100, 1, 2], [0, 0]]
['eu.veldsoft.svarka.odds.calculator_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['in.p1x.tanks_of_freedom_20', 1, [0, 1, 0, 0, 0, 0, 0, 0], 0, ([22, 22, 0], [71, 66, 0, 5]), [1, 1, 0], [0, 0]]
['com.eightsines.firestrike.opensource_2000', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([2, 2, 0], [10, 10, 0, 0]), [1, 1, 0], [0, 0]]
['com.ranger.blastoff_100014', 1, [1, 1, 0, 0, 0, 0, 0, 0], 0, ([35, 35, 0], [127, 113, 7, 7]), [2, 1, 0], [0, 0]]
['org.beide.bomber_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.openttd.fdroid_1410128', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([54, 43, 11], [172, 172, 0, 0]), [12, 4, 2], [0, 0]]
['com.dede.android_eggs_57', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [1, 0, 1], [0, 0]]
['com.alaskalinuxuser.criticalvelocity_10', 1, [1, 1, 1, 1, 1, 0, 0, 0], 0, ([494, 68, 426], [1826, 1727, 0, 99]), [2, 2, 0], [0, 0]]
['io.gitlab.derjosef.jigsaw_10002', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([36, 36, 0], [128, 114, 7, 7]), [2, 1, 0], [0, 0]]
['net.damsy.soupeaucaillou.heriswap_1603042149', 1, [0, 1, 0, 1, 0, 0, 0, 0], 0, ([14, 14, 0], [22, 22, 0, 0]), [1, 1, 0], [0, 0]]
['org.evilsoft.pathfinder.reference_38', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['io.gitlab.selosh.gametrader_1', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([41, 4, 37], [152, 135, 1, 16]), [2, 0, 1], [0, 0]]
['com.metallic.chiaki_12', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([18, 18, 0], [53, 39, 0, 14]), [1, 1, 1], [0, 0]]
['io.anuke.mindustry_1070', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([156, 156, 0], [438, 413, 0, 25]), [2, 2, 0], [0, 0]]
['com.nolanlawson.keepscore_28', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['ru.henridellal.fsassist_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.rmrf.partygames_20000', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['sk.halmi.fbeditplus_13', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.tcrass.minos_10004', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.tadris.flang_10', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.sesu8642.feudaltactics_11', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([127, 127, 0], [486, 443, 0, 43]), [2, 2, 0], [0, 0]]
['org.kirkezz.rttt_1', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([52, 44, 8], [141, 140, 0, 1]), [3, 1, 1], [0, 0]]
['ch.simonste.jasstafel_68', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([105, 25, 80], [272, 189, 5, 78]), [2, 0, 1], [0, 0]]
['atm.starun.game_121', 1, [1, 1, 1, 1, 1, 0, 0, 0], 0, ([296, 133, 163], [1103, 1002, 0, 101]), [2, 2, 0], [0, 0]]
['eu.veldsoft.free.klondike_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.androidsoft.games.slowit_11', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.dirkgassen.wator_1002000', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.ub0r.android.portaltimer_7150000', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.artificialworlds.boxstacker_1050900', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.studio332.flickit.android_4', 1, [0, 1, 1, 1, 0, 0, 0, 0], 0, ([470, 68, 402], [1738, 1639, 0, 99]), [2, 2, 0], [0, 0]]
['dev.alexjyong.babbypaint_6', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.ligi.gobandroid_hd_259', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['fr.bux.rollingdashboard_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.quelltext.counting_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['jp.sawada.np2android_20130429', 1, [0, 1, 1, 0, 0, 1, 0, 0], 0, ([11, 11, 0], [27, 27, 0, 0]), [2, 2, 2], [0, 0]]
['fr.odrevet.kingdomino_score_count_26', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([94, 18, 76], [243, 176, 4, 63]), [2, 0, 1], [0, 0]]
['io.hoppe.whohere_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['cos.premy.mines_12', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.damsy.soupeaucaillou.recursiveRunner_1410222222', 1, [0, 1, 0, 1, 0, 0, 0, 0], 0, ([17, 17, 0], [29, 29, 0, 0]), [1, 1, 0], [0, 0]]
['org.systemcall.scores_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.secuso.privacyfriendlydame_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.wikaba.ogapp_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.roguetemple.hydroid_1500', 1, [0, 0, 1, 0, 0, 0, 0, 0], 0, ([2, 0, 2], [3, 3, 0, 0]), [1, 1, 0], [0, 0]]
['de.mwvb.blockpuzzle_70', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['v4lpt.vpt.f005.rsd_104', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.sapos_aplastados.game.clash_of_balls_111', 1, [0, 0, 1, 0, 0, 0, 0, 0], 0, ([115, 50, 65], [327, 252, 0, 75]), [1, 1, 1], [0, 0]]
['com.github.muellerma.tabletoptools_30', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['zen.meditation.android_1644109', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.olgsoft.apipepanic_21', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['it.alessandropira.wesnoth114_10', 1, [0, 1, 0, 0, 0, 0, 0, 0], 0, ([36, 23, 13], [110, 109, 0, 1]), [21, 2, 1], [0, 0]]
['com.dozingcatsoftware.dodge_10', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.zagayevskiy.pacman_2', 1, [0, 0, 1, 0, 0, 0, 0, 0], 0, ([7, 7, 0], [18, 15, 0, 3]), [1, 1, 0], [0, 0]]
['org.jtb.droidlife_22', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['ru.wohlsoft.thextech.fdroid_1030700', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([58, 50, 8], [156, 155, 0, 1]), [1, 1, 1], [0, 0]]
['org.zamedev.gloomydungeons2.opensource_1602221800', 1, [1, 1, 1, 1, 1, 1, 1, 0], 0, ([2, 2, 0], [10, 10, 0, 0]), [1, 1, 0], [0, 0]]
['ru.zxalexis.ugaday_15', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.tilk.cdlcplayer_6', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.onyxbits.pocketbandit_2', 1, [0, 1, 1, 0, 0, 0, 0, 0], 0, ([450, 65, 385], [1613, 1518, 0, 95]), [3, 3, 0], [0, 0]]
['net.gcompris.full_250001', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([118, 99, 19], [325, 305, 0, 20]), [86, 1, 5], [0, 0]]
['org.billthefarmer.solver_109', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.veldsoft.ithaka.board.game_6', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.chagemann.regexcrossword_33', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.karbach.tac_6', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.roggstar.luigithehunter.dsaassistent_60', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.thesuncat.sudoku_4', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([39, 4, 35], [145, 129, 1, 15]), [2, 0, 1], [0, 0]]
['org.eehouse.android.xw4_200', 1, [1, 1, 0, 0, 0, 0, 0, 0], 0, ([221, 218, 3], [702, 553, 0, 149]), [1, 1, 0], [0, 0]]
['com.stoptheballs_120', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.sam.hex_16', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['ohm.quickdice_48', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.kokkle.gamevirusattack_6', 1, [1, 1, 1, 1, 1, 0, 0, 0], 0, ([330, 67, 263], [1220, 1181, 0, 39]), [2, 2, 0], [0, 0]]
['de.ktran.anno1404warenrechner_1', 1, [1, 1, 1, 1, 1, 0, 0, 0], 0, ([12, 12, 0], [44, 35, 0, 9]), [2, 0, 1], [0, 0]]
['de.neuwirthinformatik.alexander.mtuo_32', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([2, 0, 2], [4, 4, 0, 0]), [2, 1, 0], [0, 0]]
['org.billthefarmer.gurgle_128', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['ardash.doodledudette_1000008', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([17, 17, 0], [71, 61, 0, 10]), [2, 2, 0], [0, 0]]
['io.davidar.fabularium_27', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([12, 12, 0], [30, 26, 0, 4]), [19, 3, 1], [0, 0]]
['ru.lksh.beret_23', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([113, 29, 84], [289, 210, 5, 74]), [4, 1, 1], [0, 0]]
['one.scarecrow.games.OPMT_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['koeln.mop.elpeefpe_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.hekmatof.chesswatch_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.app2go.sudokufree_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.chenyifaer.fafarunner_374', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([52, 14, 38], [179, 160, 1, 18]), [4, 1, 1], [0, 0]]
['ru.hugeping.reinstead_9', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([49, 39, 10], [133, 132, 0, 1]), [3, 2, 1], [0, 0]]
['io.theoneapp_214', 1, [0, 0, 0, 0, 1, 0, 0, 0], 0, ([22, 0, 22], [42, 38, 0, 4]), [1, 1, 0], [0, 0]]
['com.ahorcado_7', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([35, 4, 31], [129, 115, 1, 13]), [2, 0, 1], [0, 0]]
['com.jeffliu.balancetheball_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.veldsoft.kechi_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.rocket9labs.boxcars_104070', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([28, 24, 4], [65, 61, 0, 4]), [1, 1, 1], [0, 0]]
['org.secuso.privacyfriendlysolitaire_4', 1, [1, 1, 1, 1, 1, 0, 0, 0], 0, ([494, 68, 426], [1828, 1729, 0, 99]), [1, 1, 0], [0, 0]]
['com.sdcardstoryteller_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['pro.oneredpixel.l9droid_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.retiolus.cigalo_12', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.nesbox.tic_10100', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([50, 42, 8], [134, 133, 0, 1]), [1, 1, 1], [0, 0]]
['com.qsp.player_201', 1, [0, 0, 1, 0, 0, 0, 0, 0], 0, ([44, 0, 44], [79, 71, 0, 8]), [1, 1, 0], [0, 0]]
['com.swiss.tournament_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.vladrip.drgassistant_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['cz.mendelu.xmarik.train_manager_28', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.supertuxkart.stk_312', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([59, 49, 10], [163, 162, 0, 1]), [2, 1, 1], [0, 0]]
['com.serwylo.beatgame_35', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([16, 16, 0], [67, 57, 0, 10]), [1, 1, 0], [0, 0]]
['it.ecosw.dudo_20', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.com.quaap.primary_331', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.kaeruct.raumballer_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.hexbit.rutmath_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.minetest.minetest_5100000', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([53, 44, 9], [142, 141, 0, 1]), [2, 1, 1], [0, 0]]
['xyz.deepdaikon.xeonjia_21', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([38, 4, 34], [143, 127, 1, 15]), [2, 0, 1], [0, 0]]
['dev.lucanlm.antimine_1706031', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([16, 15, 1], [70, 60, 0, 10]), [2, 2, 0], [0, 0]]
['com.ghstudios.android.mhgendatabase_21', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.bithack.principia_38', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([173, 165, 8], [408, 406, 0, 2]), [1, 1, 1], [0, 0]]
['page.codeberg.terratactician_expandoria_26', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [2, 0, 0], [0, 0]]
['org.asafonov.accelerace_8', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.planes.android_30', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.secuso.privacyfriendlyrecknoningskills_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.simondalvai.pocketbroomball_96', 1, [1, 1, 0, 0, 0, 0, 0, 0], 0, ([36, 36, 0], [123, 111, 7, 5]), [2, 1, 0], [0, 0]]
['com.game.asteroids_revenge_100122', 1, [0, 0, 0, 1, 1, 0, 0, 0], 0, ([37, 37, 0], [129, 115, 7, 7]), [2, 1, 0], [0, 0]]
['pl.suve.colorful.android_20200', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([50, 40, 10], [136, 135, 0, 1]), [4, 1, 1], [0, 0]]
['de.asmw.sudokunst_2', 1, [0, 1, 0, 0, 0, 0, 0, 0], 0, ([77, 77, 0], [207, 190, 1, 16]), [38, 1, 2], [0, 0]]
['eu.veldsoft.tuty.fruty.slot_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.bobstuff.bobball_26', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['info.staticfree.android.robotfindskitten_7', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.igormaznitsa.piratedice_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.mobilepearls.sokoban_14', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['br.odb.knights_5', 1, [1, 1, 1, 1, 1, 1, 1, 0], 0, ([19, 19, 0], [36, 34, 0, 2]), [1, 1, 0], [0, 0]]
