apk_name, have_lib, [arm64-v8a, armeabi-v7a, armeabi, x86, x86_64, mips, mips64, other], native-activity, ([jni_method_total_num, static_num, nostatic_num], [total_all_type, total_basic_type, total_icc_type, total_complex_type, total_complex_type]), [so_total_num, so_Java_num, so_onLoad_num], [have_other_elf, have_pwd_zip]
['com.trianguloy.adnihilation_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.beisteiners.spieleblock_45', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['dev.develsinthedetails.eatpoopyoucat_23', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.scoutant.cc_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.tum.yahtzee_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.pejici.easydice_11', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.webdragon.storygame_10', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.unciv.app_1097', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([59, 59, 0], [326, 285, 0, 41]), [1, 1, 0], [0, 0]]
['org.andstatus.game2048_44', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['S.N.A.K.E_1000001', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.dkanada.chip_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['se.tube42.p9.android_11', 1, [1, 1, 1, 1, 1, 0, 0, 0], 0, ([296, 133, 163], [1105, 1004, 0, 101]), [2, 2, 0], [0, 0]]
['org.scotthamilton.trollslate_30000000', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.willie.mancala_10', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['dev.obfusk.sokobang_1000205002', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([4, 3, 1], [17, 12, 0, 5]), [6, 1, 1], [0, 0]]
['com.brucelet.spacetrader_23', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.fgerbig.spacepeng_1581', 1, [0, 1, 1, 1, 0, 0, 0, 0], 0, ([228, 65, 163], [943, 844, 0, 99]), [1, 1, 0], [0, 0]]
['com.lecz.android.tiltmazes_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.serwylo.retrowars_70', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([241, 241, 0], [806, 750, 0, 56]), [1, 1, 0], [0, 0]]
['org.androidsoft.games.puzzle.kids_6', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.duenndns.gmdice_10', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.marv42.ebt.newnote_7900', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([12, 4, 8], [33, 32, 0, 1]), [4, 2, 2], [0, 0]]
['net.nullsum.freedoom_20', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([39, 37, 2], [106, 104, 0, 2]), [5, 3, 3], [0, 0]]
['org.valos.isolmoa_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['dev.j7126.who_goes_first_3', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([118, 23, 95], [289, 199, 5, 85]), [2, 0, 1], [0, 0]]
['com.traffar.gomoku_4', 1, [0, 1, 1, 1, 0, 0, 0, 0], 0, ([22, 20, 2], [59, 59, 0, 0]), [4, 2, 1], [0, 0]]
['com.agateau.tinywheels.android_30', 1, [1, 1, 1, 1, 1, 0, 0, 0], 0, ([392, 129, 263], [1364, 1323, 0, 41]), [3, 3, 0], [0, 0]]
['org.secuso.privacyfriendlydicer_11', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.GTP.eveminer_19', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.dartstrainer.app.twa_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.github.thewierdnut.endless_mobile_47', 1, [1, 1, 0, 0, 0, 0, 0, 0], 0, ([50, 40, 10], [136, 135, 0, 1]), [1, 1, 1], [0, 0]]
['xyz.deepdaikon.zoysii_15', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([99, 20, 79], [257, 189, 4, 64]), [2, 0, 1], [0, 0]]
['futuristicgoo.emotic_63', 1, [0, 0, 0, 0, 1, 0, 0, 0], 0, ([42, 4, 38], [152, 135, 1, 16]), [3, 0, 1], [0, 0]]
['kaba.yucata.envoy_503', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.veldsoft.dice.overflow_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.fr.laboussole.track_50020', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([234, 136, 98], [558, 467, 0, 91]), [19, 0, 11], [0, 0]]
['de.hechler.andfish_21', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['pt.joaomneto.titancompanion_67', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.ryuu.screeps_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.koshai_limited.klock_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.quaap.fishberserker_23', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['ir.hsn6.trans_4', 1, [0, 1, 0, 0, 0, 0, 0, 0], 0, ([23, 23, 0], [75, 70, 0, 5]), [1, 1, 0], [0, 0]]
['com.android.quake_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([6, 0, 6], [21, 21, 0, 0]), [0, 0, 0], [0, 0]]
['org.andglkmod.hunkypunk_7', 1, [0, 1, 1, 1, 0, 0, 0, 0], 0, ([8, 1, 7], [23, 23, 0, 0]), [7, 2, 6], [0, 0]]
['com.minar.randomix_40', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.exarhteam.iitc_mobile_1729769456', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.dozingcatsoftware.bouncy_39', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([326, 62, 264], [1211, 1170, 0, 41]), [1, 1, 0], [0, 0]]
['org.mindshub.insigno_903', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([39, 4, 35], [145, 129, 1, 15]), [2, 0, 1], [0, 0]]
['com.retroarch_1597175263', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([2, 0, 2], [8, 8, 0, 0]), [1, 1, 0], [0, 0]]
['ml.vivekthazhathattil.chalachithram_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.chadenas.cpudefense_52', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.feko.generictabletoprpg_6', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([8, 0, 8], [24, 23, 0, 1]), [1, 0, 1], [0, 0]]
['app.halma_13', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([59, 59, 0], [326, 285, 0, 41]), [1, 1, 0], [0, 0]]
['de.moroway.oc_100102', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['io.github.mwageringel.everest_15', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([41, 4, 37], [152, 135, 1, 16]), [2, 0, 1], [0, 0]]
['org.secuso.privacyfriendlysudoku_18', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.ddns.mlsoftlaberge.trycorder_523', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.quelltext.memory_7', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.veldsoft.complica4_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.kaeruct.gotosleep_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.gunshippenguin.openflood_12', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.artsoft.rocksndiamonds_4020200', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([48, 38, 10], [133, 132, 0, 1]), [7, 2, 1], [0, 0]]
['org.sajeg.fallingblocks_16', 1, [1, 1, 0, 0, 0, 0, 0, 0], 0, ([35, 35, 0], [122, 111, 7, 4]), [2, 1, 0], [0, 0]]
['eu.veldsoft.house.of.cards_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.kwaak3_1', 1, [0, 1, 1, 0, 0, 0, 0, 0], 0, ([13, 13, 0], [31, 30, 0, 1]), [7, 1, 1], [0, 0]]
['eu.veldsoft.tri.peaks_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.veldsoft.colors.overflow_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.makeinfo.sudokugenerator_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['io.github.thachillera.cardsscorekeeper_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.secuso.privacyfriendlybattleship_7', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.mattvchandler.a2050_190010010', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([13, 2, 11], [26, 22, 0, 4]), [1, 1, 0], [0, 0]]
['ir.hsn6.tpb_2', 1, [0, 1, 0, 0, 0, 0, 0, 0], 0, ([35, 32, 3], [104, 97, 0, 7]), [2, 1, 0], [0, 0]]
['ch.logixisland.anuto_34', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['de.telefongarten.brainjogging_1', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([37, 5, 32], [136, 122, 1, 13]), [2, 0, 1], [0, 0]]
['com.xenris.liquidwarsos_12', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([12, 12, 0], [27, 26, 0, 1]), [3, 1, 0], [0, 0]]
['com.autismprime.krassesSpiel_6', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.rogerbassonsrenart.paddletennis_12', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.veldsoft.scribe4_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.quentin_bettoum.librememorygame_8', 1, [1, 1, 0, 0, 0, 0, 0, 0], 0, ([35, 35, 0], [127, 113, 7, 7]), [2, 1, 0], [0, 0]]
['com.drodin.tuxrider_15', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([2, 2, 0], [10, 10, 0, 0]), [1, 0, 1], [0, 0]]
['be.quentinloos.manille_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.dolphinemu.dolphinemu_40548', 1, [1, 0, 0, 0, 1, 0, 0, 0], 0, ([252, 100, 152], [476, 432, 0, 44]), [5, 1, 1], [0, 0]]
['org.pipoypipagames.towerjumper_13', 1, [0, 1, 0, 0, 0, 0, 0, 0], 0, ([23, 23, 0], [75, 70, 0, 5]), [1, 1, 0], [0, 0]]
['com.traffar.game_of_life_4', 1, [0, 0, 1, 0, 0, 0, 0, 0], 0, ([22, 20, 2], [59, 59, 0, 0]), [4, 2, 1], [0, 0]]
['com.trianguloy.numericriddlegenerator_7', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['straw.berry_8142', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.petero.droidfish_100', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([7, 5, 2], [27, 27, 0, 0]), [3, 3, 0], [7, 0]]
['fr.nocle.passegares_256', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.alexbarry.alexgames_2', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([12, 2, 10], [35, 35, 0, 0]), [1, 1, 0], [0, 0]]
['org.emunix.insteadlauncher_90200', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([51, 40, 11], [137, 136, 0, 1]), [8, 2, 1], [0, 0]]
['io.github.lufte.lona_10002', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.alaskalinuxuser.shipcaptainandcrew_10', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.glTron_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.tomer.poke.notifier_19', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.rocrail.androc_418', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.github.vatbub.scoreboard_264', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.veldsoft.vitosha.poker.odds_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.slothwerks.hearthstone.compendiumforhearthstone_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['dev.lonami.klooni_860', 1, [1, 1, 1, 1, 1, 0, 0, 0], 0, ([64, 64, 0], [337, 298, 0, 39]), [1, 1, 0], [0, 0]]
['com.adilhanney.ricochlime_1110603', 1, [0, 0, 0, 0, 1, 0, 0, 0], 0, ([42, 4, 38], [152, 135, 1, 16]), [3, 1, 1], [0, 0]]
['org.secuso.privacyfriendlyboardgameclock_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.ppsspp.ppsspp_118010000', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([40, 34, 6], [107, 106, 0, 1]), [5, 1, 1], [0, 0]]
['io.github.printn.humanbenchmark_18', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([42, 4, 38], [152, 135, 1, 16]), [2, 0, 1], [0, 0]]
['at.krixec.ied_15', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([37, 37, 0], [129, 115, 7, 7]), [2, 1, 0], [0, 0]]
['org.scoutant.blokish_24', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['cc.narumi.chaldea.fdroid_979', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([252, 25, 227], [507, 301, 4, 202]), [3, 0, 1], [0, 0]]
['com.holokenmod_21', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['app.crossword.yourealwaysbe.forkyzscanner_7', 1, [1, 1, 1, 1, 1, 0, 0, 0], 0, ([2326, 2287, 39], [10655, 10631, 0, 24]), [10, 5, 5], [0, 0]]
['info.meoblast001.thugaim_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['io.github.kobuge.games.minilens_2', 1, [0, 0, 1, 0, 0, 0, 0, 0], 0, ([20, 20, 0], [63, 58, 0, 5]), [1, 1, 0], [0, 0]]
['de.saschahlusiak.freebloks_162', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([12, 0, 12], [53, 51, 0, 2]), [4, 2, 1], [0, 0]]
['org.billthefarmer.crossword_124', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.veldsoft.no.thanks_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.veldsoft.vitoshadm_5', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.sourceforge.solitaire_cg_4000', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.dozingcatsoftware.kumquats_3', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([99, 20, 79], [257, 189, 4, 64]), [2, 0, 1], [0, 0]]
['org.revengate.revengate_2001300', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([37, 37, 0], [129, 115, 7, 7]), [2, 1, 0], [0, 0]]
['com.atelieryl.wonderdroid_51', 1, [0, 1, 1, 1, 0, 1, 0, 0], 0, ([8, 8, 0], [35, 34, 0, 1]), [2, 2, 0], [0, 0]]
['com.alaskalinuxuser.justchess_13', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['ru.hyst329.openfool_30', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([398, 135, 263], [1380, 1339, 0, 41]), [0, 0, 0], [0, 0]]
['com.boardgamegeek_41', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.calcitem.sanmill_4503', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([51, 7, 44], [193, 176, 1, 16]), [5, 1, 2], [0, 0]]
['com.daviancorp.android.mh4udatabase_13', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.jfedor.frozenbubble_54', 1, [1, 1, 1, 1, 1, 1, 1, 0], 0, ([24, 0, 24], [41, 41, 0, 0]), [1, 1, 0], [0, 0]]
['pl.sanszo.pcis_2', 1, [1, 1, 1, 1, 1, 0, 0, 0], 0, ([562, 136, 426], [1986, 1885, 0, 101]), [3, 3, 0], [0, 0]]
['org.lettucepie.flickybee_5', 1, [1, 1, 0, 0, 0, 0, 0, 0], 0, ([36, 36, 0], [125, 111, 8, 6]), [2, 1, 0], [0, 0]]
['net.leodesouza.blitz_202', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.benoitharrault.sudoku_73', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([41, 4, 37], [151, 134, 1, 16]), [2, 0, 1], [0, 0]]
['com.uravgcode.chooser_10', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.chess.clock_28', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.biotstoiq.hayago_21', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.formfun_1', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([1153, 1153, 0], [5228, 5224, 0, 4]), [2, 2, 1], [0, 0]]
['page.codeberg.marshreaper.fruitygame_17', 1, [1, 1, 0, 0, 0, 0, 0, 0], 0, ([35, 35, 0], [122, 111, 7, 4]), [2, 1, 0], [0, 0]]
['eu.veldsoft.brainstonz_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.sudowars_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.nicobrailo.pianoli_25', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.anoshenko.android.mahjongg_14', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['fr.xtof54.scrabble_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.easyrpg.player_6699', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([52, 42, 10], [139, 138, 0, 1]), [4, 4, 1], [0, 0]]
['org.principate.matthew.dealing_sheet_2', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([38, 4, 34], [143, 127, 1, 15]), [2, 0, 1], [0, 0]]
['com.simondalvai.ball2box_66', 1, [1, 1, 0, 0, 0, 0, 0, 0], 0, ([36, 36, 0], [123, 111, 7, 5]), [2, 1, 0], [0, 0]]
['com.maze_squirrel_124', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.easwareapps.marbleone_ad_free_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['ir.hsn6.defendo_8', 1, [0, 1, 0, 0, 0, 0, 0, 0], 0, ([23, 23, 0], [75, 70, 0, 5]), [1, 1, 0], [0, 0]]
['com.dozingcatsoftware.mouse_pounce_7', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([38, 4, 34], [143, 127, 1, 15]), [2, 0, 1], [0, 0]]
['com.github.msx80.doorsofdoom_3', 1, [1, 1, 0, 0, 0, 0, 0, 0], 0, ([59, 59, 0], [326, 285, 0, 41]), [1, 1, 0], [0, 0]]
['com.traffar.oware_1', 1, [0, 0, 1, 0, 0, 0, 0, 0], 0, ([16, 14, 2], [34, 34, 0, 0]), [2, 2, 1], [0, 0]]
['com.wbpxre150.unjumbleapp_1', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['se.bitcraze.crazyfliecontrol2_20', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.marceljurtz.lifecounter_15', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.watabou.pixeldungeon_74', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.picross.nonocross_11', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([1, 0, 1], [7, 7, 0, 0]), [1, 1, 0], [0, 0]]
['com.peaceray.codeword_13', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.veldsoft.broker_6', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['eu.mokrzycki.learndigits_8', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['si.palcka.tarok_203', 1, [1, 0, 0, 0, 0, 0, 0, 0], 0, ([47, 9, 38], [162, 143, 2, 17]), [6, 2, 1], [0, 0]]
['io.github.dkter.aaaaa_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.sanskritbasics_34', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['pt.isec.tp.am_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
